genome	regulator	target
Streptomyces_coelicolor_A32	SCO4188	"SCO0981,SCO4187,SCO4188,SCO4189,SCO4190"
Streptomyces_coelicolor_A32	SCO4190	"SCO4187,SCO4188,SCO4189,SCO4190"
Streptomyces_coelicolor_A32	SCO4194	"SCO0020,SCO0021,SCO2651,SCO3603,SCO3928,SCO4032,SCO4033,SCO4194,SCO4195,SCO4449,SCO4450,SCO4486,SCO5022"
Streptomyces_coelicolor_A32	SCO4197	"SCO0487,SCO2201,SCO4196,SCO4197,SCO4419,SCO4420"
Streptomyces_coelicolor_A32	SCO4198	SCO4198
Streptomyces_coelicolor_A32	SCO4215	"SCO0097,SCO0484,SCO0795,SCO0819,SCO1055,SCO1259,SCO1260,SCO1619,SCO1687,SCO1852,SCO2030,SCO2043,SCO2050,SCO2051,SCO2299,SCO2300,SCO2407,SCO2450,SCO2587,SCO2816,SCO2983,SCO3448,SCO3449,SCO3585,SCO3586,SCO3739,SCO3885,SCO4214,SCO4215,SCO4283,SCO4336,SCO4337,SCO5096,SCO5552,SCO5841,SCO5842,SCO5941,SCO6015,SCO6048,SCO6049,SCO6058,SCO6059,SCO6132,SCO6133,SCO6404,SCO6405,SCO6527,SCO6760,SCO7576"
Streptomyces_coelicolor_A32	SCO4261	"SCO0200,SCO0201,SCO0208,SCO0335,SCO0335,SCO0336,SCO0425,SCO0426,SCO0449,SCO0513,SCO0542,SCO0543,SCO0676,SCO0677,SCO0725,SCO0726,SCO0767,SCO0795,SCO0980,SCO0981,SCO1167,SCO1214,SCO1225,SCO1228,SCO1253,SCO1318,SCO1334,SCO1352,SCO1365,SCO1376,SCO1417,SCO1418,SCO1443,SCO1460,SCO1465,SCO1552,SCO1606,SCO1651,SCO1676,SCO1841,SCO1842,SCO1850,SCO1851,SCO1865,SCO1877,SCO1878,SCO1947,SCO1953,SCO1958,SCO2042,SCO2043,SCO2067,SCO2157,SCO2220,SCO2221,SCO2222,SCO2275,SCO2371,SCO2504,SCO2539,SCO2540,SCO2560,SCO2578,SCO2584,SCO2585,SCO2636,SCO2668,SCO2669,SCO2674,SCO2677,SCO2806,SCO2861,SCO2936,SCO2947,SCO2949,SCO2961,SCO2968,SCO2972,SCO3008,SCO3050,SCO3077,SCO3166,SCO3230,SCO3232,SCO3363,SCO3411,SCO3412,SCO3496,SCO3505,SCO3640,SCO3669,SCO3680,SCO3681,SCO3714,SCO3715,SCO3815,SCO3829,SCO3837,SCO3838,SCO3869,SCO3869,SCO3869,SCO3869,SCO3869,SCO3873,SCO3879,SCO3931,SCO3961,SCO3971,SCO3971,SCO4014,SCO4015,SCO4063,SCO4064,SCO4116,SCO4246,SCO4253,SCO4254,SCO4255,SCO4255,SCO4256,SCO4256,SCO4257,SCO4257,SCO4258,SCO4260,SCO4261,SCO4275,SCO4282,SCO4328,SCO4357,SCO4359,SCO4438,SCO4482,SCO4643,SCO4652,SCO4702,SCO4703,SCO4780,SCO4845,SCO4846,SCO4853,SCO4867,SCO4985,SCO4993,SCO4994,SCO5038,SCO5097,SCO5098,SCO5110,SCO5122,SCO5128,SCO5130,SCO5131,SCO5138,SCO5139,SCO5154,SCO5181,SCO5182,SCO5182,SCO5195,SCO5199,SCO5223,SCO5224,SCO5249,SCO5253,SCO5254,SCO5255,SCO5258,SCO5259,SCO5275,SCO5276,SCO5293,SCO5306,SCO5307,SCO5313,SCO5314,SCO5355,SCO5378,SCO5408,SCO5520,SCO5551,SCO5562,SCO5563,SCO5573,SCO5648,SCO5666,SCO5667,SCO5677,SCO5741,SCO5742,SCO5745,SCO5748,SCO5861,SCO5892,SCO5913,SCO5996,SCO6132,SCO6199,SCO6226,SCO6323,SCO6382,SCO6456,SCO6644,SCO6695,SCO6750,SCO6791,SCO6919,SCO7019,SCO7020,SCO7160,SCO7164,SCO7256,SCO7293,SCO7312,SCO7313,SCO7412,SCO7413,SCO7417,SCO7418,SCO7434,SCO7489,SCO7691,SCO7726,SCO7803,SCO7822"
Streptomyces_coelicolor_A32	SCO4270	"SCO0711,SCO0712,SCO1334,SCO1380,SCO1381,SCO1688,SCO1689,SCO1692,SCO1693,SCO1804,SCO2868,SCO2869,SCO3120,SCO3121,SCO3157,SCO3484,SCO3831,SCO3834,SCO3835,SCO3974,SCO4007,SCO4008,SCO4270,SCO4271,SCO4372,SCO4454,SCO4455,SCO4766,SCO4900,SCO4942,SCO4943,SCO5017,SCO5172,SCO5265,SCO5266,SCO5441,SCO5478,SCO5531,SCO5532,SCO6257,SCO6265,SCO6266,SCO6287,SCO6288,SCO6321,SCO6470,SCO6471,SCO6861,SCO6862,SCO7184,SCO7470,SCO7471"
Streptomyces_coelicolor_A32	SCO4303	"SCO4303,SCO4304"
Streptomyces_coelicolor_A32	SCO4308	"SCO2757,SCO2758,SCO4308,SCO4309,SCO7243,SCO7244"
Streptomyces_coelicolor_A32	SCO4313	"SCO0249,SCO0250,SCO0440,SCO1193,SCO1194,SCO2200,SCO2201,SCO2310,SCO4034,SCO4111,SCO4112,SCO4312,SCO4313,SCO4336,SCO4337,SCO7258,SCO7259"
Streptomyces_coelicolor_A32	SCO4336	"SCO1570,SCO1571,SCO2309,SCO2310,SCO2497,SCO2498,SCO2624,SCO3185,SCO4032,SCO4033,SCO4335,SCO4336,SCO5159,SCO5160,SCO5163,SCO5164,SCO6619,SCO6620,SCO7188,SCO7200,SCO7201"
Streptomyces_coelicolor_A32	SCO4358	"SCO4358,SCO4359"
Streptomyces_coelicolor_A32	SCO4375	"SCO4374,SCO4375"
Streptomyces_coelicolor_A32	SCO4385	"SCO0047,SCO0048,SCO0049,SCO0090,SCO0124,SCO0143,SCO0159,SCO0166,SCO0167,SCO0283,SCO0284,SCO0289,SCO0292,SCO0293,SCO0362,SCO0449,SCO0465,SCO0466,SCO0492,SCO0505,SCO0536,SCO0632,SCO0666,SCO0681,SCO0715,SCO0724,SCO0765,SCO0823,SCO0941,SCO0960,SCO0967,SCO0968,SCO0978,SCO1002,SCO1003,SCO1042,SCO1094,SCO1095,SCO1107,SCO1108,SCO1116,SCO1129,SCO1130,SCO1167,SCO1169,SCO1227,SCO1403,SCO1462,SCO1644,SCO1662,SCO1663,SCO1667,SCO1668,SCO1694,SCO1729,SCO1755,SCO1771,SCO1792,SCO1793,SCO1794,SCO1839,SCO1916,SCO1963,SCO1977,SCO1978,SCO1979,SCO2007,SCO2026,SCO2093,SCO2180,SCO2181,SCO2193,SCO2194,SCO2278,SCO2299,SCO2336,SCO2383,SCO2397,SCO2398,SCO2423,SCO2463,SCO2504,SCO2566,SCO2604,SCO2608,SCO2671,SCO2687,SCO2688,SCO2689,SCO2690,SCO2717,SCO2776,SCO3011,SCO3020,SCO3040,SCO3071,SCO3110,SCO3116,SCO3121,SCO3177,SCO3194,SCO3198,SCO3199,SCO3261,SCO3261,SCO3261,SCO3262,SCO3287,SCO3359,SCO3407,SCO3445,SCO3446,SCO3490,SCO3507,SCO3547,SCO3549,SCO3550,SCO3615,SCO3678,SCO3703,SCO3721,SCO3722,SCO3807,SCO3821,SCO3842,SCO3911,SCO3928,SCO3937,SCO3945,SCO3990,SCO3992,SCO3998,SCO3998,SCO4006,SCO4016,SCO4075,SCO4084,SCO4085,SCO4090,SCO4092,SCO4209,SCO4210,SCO4213,SCO4231,SCO4238,SCO4239,SCO4281,SCO4282,SCO4320,SCO4321,SCO4329,SCO4377,SCO4378,SCO4481,SCO4498,SCO4499,SCO4505,SCO4522,SCO4612,SCO4615,SCO4635,SCO4651,SCO4662,SCO4663,SCO4672,SCO4673,SCO4697,SCO4753,SCO4754,SCO4765,SCO4766,SCO4820,SCO4822,SCO4823,SCO4824,SCO4862,SCO4873,SCO4874,SCO4885,SCO4901,SCO4939,SCO4940,SCO4946,SCO4979,SCO5014,SCO5015,SCO5084,SCO5085,SCO5085,SCO5123,SCO5146,SCO5199,SCO5240,SCO5269,SCO5284,SCO5329,SCO5330,SCO5331,SCO5330,SCO5331,SCO5331,SCO5331,SCO5332,SCO5371,SCO5414,SCO5451,SCO5555,SCO5556,SCO5638,SCO5639,SCO5640,SCO5648,SCO5649,SCO5729,SCO5748,SCO5776,SCO5839,SCO5840,SCO5931,SCO5964,SCO6020,SCO6107,SCO6198,SCO6204,SCO6208,SCO6209,SCO6225,SCO6237,SCO6238,SCO6261,SCO6268,SCO6269,SCO6280,SCO6294,SCO6377,SCO6381,SCO6382,SCO6390,SCO6399,SCO6429,SCO6461,SCO6509,SCO6510,SCO6588,SCO6626,SCO6627,SCO6633,SCO6633,SCO6633,SCO6635,SCO6640,SCO6711,SCO6758,SCO6906,SCO6909,SCO6974,SCO6986,SCO7027,SCO7028,SCO7094,SCO7095,SCO7102,SCO7156,SCO7157,SCO7308,SCO7309,SCO7311,SCO7608,SCO7727,SCO7736,SCO7747"
Streptomyces_coelicolor_A32	SCO4391	"SCO0035,SCO0069,SCO0070,SCO0105,SCO0145,SCO0157,SCO0158,SCO0192,SCO0259,SCO0269,SCO0271,SCO0342,SCO0385,SCO0410,SCO0411,SCO0423,SCO0424,SCO0432,SCO0451,SCO0462,SCO0463,SCO0501,SCO0698,SCO0727,SCO0728,SCO0876,SCO0912,SCO0966,SCO0975,SCO1000,SCO1066,SCO1107,SCO1108,SCO1143,SCO1143,SCO1176,SCO1222,SCO1280,SCO1292,SCO1333,SCO1343,SCO1344,SCO1386,SCO1387,SCO1389,SCO1408,SCO1417,SCO1432,SCO1434,SCO1443,SCO1521,SCO1557,SCO1558,SCO1709,SCO1710,SCO1744,SCO1745,SCO1791,SCO1792,SCO1843,SCO1863,SCO2023,SCO2067,SCO2068,SCO2076,SCO2083,SCO2107,SCO2123,SCO2124,SCO2193,SCO2207,SCO2237,SCO2238,SCO2243,SCO2244,SCO2253,SCO2254,SCO2299,SCO2329,SCO2371,SCO2383,SCO2383,SCO2409,SCO2444,SCO2465,SCO2470,SCO2471,SCO2534,SCO2572,SCO2580,SCO2581,SCO2615,SCO2622,SCO2635,SCO2657,SCO2689,SCO2755,SCO2761,SCO2833,SCO2906,SCO2944,SCO2968,SCO3004,SCO3005,SCO3054,SCO3055,SCO3097,SCO3153,SCO3154,SCO3182,SCO3183,SCO3246,SCO3247,SCO3261,SCO3309,SCO3446,SCO3452,SCO3460,SCO3462,SCO3463,SCO3471,SCO3472,SCO3480,SCO3503,SCO3575,SCO3582,SCO3621,SCO3655,SCO3656,SCO3750,SCO3775,SCO3776,SCO3843,SCO3870,SCO3878,SCO3900,SCO3910,SCO3955,SCO3956,SCO3978,SCO3979,SCO4049,SCO4057,SCO4070,SCO4071,SCO4153,SCO4154,SCO4194,SCO4195,SCO4218,SCO4219,SCO4244,SCO4246,SCO4247,SCO4256,SCO4257,SCO4258,SCO4284,SCO4285,SCO4322,SCO4382,SCO4383,SCO4391,SCO4392,SCO4501,SCO4502,SCO4518,SCO4519,SCO4593,SCO4615,SCO4627,SCO4631,SCO4635,SCO4647,SCO4647,SCO4654,SCO4655,SCO4688,SCO4697,SCO4698,SCO4699,SCO4702,SCO4703,SCO4707,SCO4708,SCO4716,SCO4717,SCO4756,SCO4757,SCO4774,SCO4815,SCO4816,SCO4820,SCO4821,SCO4826,SCO4931,SCO4951,SCO4978,SCO4994,SCO5038,SCO5049,SCO5071,SCO5099,SCO5170,SCO5171,SCO5173,SCO5189,SCO5190,SCO5191,SCO5201,SCO5205,SCO5216,SCO5227,SCO5228,SCO5241,SCO5242,SCO5269,SCO5281,SCO5351,SCO5370,SCO5376,SCO5398,SCO5399,SCO5411,SCO5419,SCO5456,SCO5483,SCO5484,SCO5511,SCO5514,SCO5603,SCO5612,SCO5623,SCO5642,SCO5643,SCO5714,SCO5747,SCO5767,SCO5832,SCO5846,SCO5848,SCO5890,SCO5891,SCO5989,SCO5990,SCO6003,SCO6004,SCO6021,SCO6025,SCO6062,SCO6082,SCO6084,SCO6085,SCO6205,SCO6206,SCO6236,SCO6237,SCO6239,SCO6240,SCO6281,SCO6373,SCO6375,SCO6382,SCO6444,SCO6456,SCO6467,SCO6472,SCO6542,SCO6596,SCO6606,SCO6612,SCO6613,SCO6631,SCO6641,SCO6656,SCO6672,SCO6680,SCO6738,SCO6787,SCO6794,SCO6820,SCO6878,SCO7015,SCO7046,SCO7047,SCO7127,SCO7141,SCO7142,SCO7147,SCO7148,SCO7154,SCO7170,SCO7218,SCO7273,SCO7282,SCO7297,SCO7332,SCO7338,SCO7342,SCO7445,SCO7482,SCO7483,SCO7589,SCO7610,SCO7648,SCO7649,SCO7679,SCO7719,SCO7720,SCO7774,SCO7798,SCO7809,SCO7810"
Streptomyces_coelicolor_A32	SCO4407	"SCO2047,SCO2048,SCO2427,SCO2570,SCO2571,SCO4406,SCO4407,SCO5577,SCO5578,SCO7815"
Streptomyces_coelicolor_A32	SCO4413	"SCO2764,SCO2765,SCO3341,SCO4413,SCO4414,SCO6393,SCO7386"
Streptomyces_coelicolor_A32	SCO4421	"SCO0061,SCO0062,SCO0079,SCO0095,SCO0129,SCO0130,SCO0283,SCO0284,SCO0286,SCO0290,SCO0371,SCO0492,SCO0591,SCO0702,SCO0721,SCO0729,SCO0730,SCO0765,SCO0766,SCO0829,SCO0880,SCO0881,SCO0934,SCO0979,SCO1009,SCO1086,SCO1087,SCO1187,SCO1291,SCO1425,SCO1539,SCO1695,SCO1735,SCO1736,SCO1796,SCO1797,SCO1798,SCO1850,SCO1851,SCO2190,SCO2206,SCO2271,SCO2349,SCO2350,SCO2403,SCO2611,SCO2612,SCO2621,SCO2706,SCO2714,SCO2715,SCO2728,SCO2781,SCO2788,SCO2789,SCO2834,SCO3035,SCO3040,SCO3041,SCO3079,SCO3088,SCO3098,SCO3099,SCO3117,SCO3138,SCO3194,SCO3317,SCO3355,SCO3501,SCO3612,SCO3613,SCO3613,SCO3749,SCO3811,SCO3829,SCO3829,SCO3875,SCO3892,SCO3893,SCO3893,SCO3919,SCO4011,SCO4035,SCO4091,SCO4107,SCO4122,SCO4202,SCO4203,SCO4254,SCO4316,SCO4367,SCO4412,SCO4562,SCO4581,SCO4802,SCO4805,SCO4810,SCO4853,SCO4854,SCO4936,SCO4937,SCO5061,SCO5062,SCO5103,SCO5128,SCO5181,SCO5182,SCO5294,SCO5295,SCO5300,SCO5303,SCO5304,SCO5326,SCO5327,SCO5329,SCO5337,SCO5338,SCO5384,SCO5568,SCO5569,SCO5607,SCO5608,SCO5636,SCO5719,SCO5728,SCO5729,SCO5745,SCO5773,SCO5774,SCO5794,SCO5817,SCO5828,SCO5901,SCO5998,SCO6040,SCO6071,SCO6120,SCO6121,SCO6131,SCO6132,SCO6158,SCO6190,SCO6193,SCO6374,SCO6452,SCO6453,SCO6472,SCO6473,SCO6510,SCO6511,SCO6739,SCO6768,SCO6778,SCO6791,SCO6792,SCO6998,SCO7003,SCO7004,SCO7073,SCO7074,SCO7094,SCO7095,SCO7096,SCO7172,SCO7188,SCO7243,SCO7344,SCO7345,SCO7383,SCO7383,SCO7449,SCO7488,SCO7501,SCO7539,SCO7559,SCO7561,SCO7604,SCO7605,SCO7614,SCO7615,SCO7689,SCO7690,SCO7762,SCO7784"
Streptomyces_coelicolor_A32	SCO4434	"SCO4433,SCO4434"
Streptomyces_coelicolor_A32	SCO4445	"SCO0257,SCO0978,SCO1331,SCO1332,SCO1510,SCO1540,SCO1541,SCO1773,SCO2718,SCO3216,SCO4218,SCO4445,SCO4446,SCO4798,SCO4799,SCO5638,SCO5639,SCO5750,SCO5790,SCO5932,SCO6312,SCO7327"
Streptomyces_coelicolor_A32	SCO4450	"SCO0072,SCO0072,SCO0072,SCO0072,SCO0079,SCO0167,SCO0229,SCO0235,SCO0286,SCO0301,SCO0309,SCO0322,SCO0376,SCO0379,SCO0381,SCO0622,SCO0658,SCO0659,SCO0681,SCO0733,SCO0734,SCO0818,SCO0853,SCO0969,SCO0972,SCO1002,SCO1003,SCO1030,SCO1094,SCO1291,SCO1369,SCO1373,SCO1415,SCO1527,SCO1557,SCO1598,SCO1640,SCO1641,SCO1678,SCO1679,SCO1736,SCO1772,SCO1800,SCO1801,SCO1819,SCO1854,SCO1855,SCO1895,SCO1929,SCO1930,SCO1943,SCO1950,SCO1951,SCO1966,SCO2052,SCO2075,SCO2079,SCO2114,SCO2115,SCO2143,SCO2144,SCO2179,SCO2193,SCO2235,SCO2256,SCO2302,SCO2335,SCO2353,SCO2354,SCO2365,SCO2431,SCO2461,SCO2462,SCO2472,SCO2501,SCO2502,SCO2569,SCO2602,SCO2604,SCO2608,SCO2646,SCO2647,SCO2677,SCO2717,SCO2720,SCO2721,SCO2783,SCO2787,SCO2836,SCO2837,SCO2912,SCO2913,SCO2977,SCO3034,SCO3040,SCO3041,SCO3073,SCO3098,SCO3111,SCO3119,SCO3134,SCO3135,SCO3173,SCO3177,SCO3217,SCO3230,SCO3261,SCO3261,SCO3262,SCO3261,SCO3262,SCO3322,SCO3361,SCO3362,SCO3368,SCO3384,SCO3396,SCO3407,SCO3476,SCO3477,SCO3562,SCO3593,SCO3594,SCO3615,SCO3673,SCO3684,SCO3731,SCO3749,SCO3831,SCO3837,SCO3906,SCO3908,SCO3911,SCO3924,SCO3928,SCO3929,SCO3962,SCO3992,SCO4014,SCO4015,SCO4032,SCO4033,SCO4057,SCO4077,SCO4112,SCO4180,SCO4181,SCO4333,SCO4351,SCO4374,SCO4375,SCO4449,SCO4450,SCO4502,SCO4539,SCO4540,SCO4543,SCO4562,SCO4630,SCO4632,SCO4639,SCO4639,SCO4640,SCO4699,SCO4700,SCO4739,SCO4740,SCO4802,SCO4803,SCO4810,SCO4811,SCO4813,SCO4816,SCO4837,SCO4874,SCO4909,SCO4927,SCO4928,SCO4946,SCO4998,SCO5022,SCO5038,SCO5041,SCO5095,SCO5097,SCO5111,SCO5159,SCO5164,SCO5170,SCO5171,SCO5173,SCO5227,SCO5228,SCO5231,SCO5256,SCO5257,SCO5327,SCO5329,SCO5329,SCO5331,SCO5371,SCO5383,SCO5384,SCO5390,SCO5397,SCO5408,SCO5423,SCO5424,SCO5438,SCO5439,SCO5500,SCO5501,SCO5558,SCO5615,SCO5616,SCO5618,SCO5686,SCO5724,SCO5725,SCO5729,SCO5729,SCO5729,SCO5730,SCO5818,SCO5819,SCO5882,SCO5917,SCO5921,SCO5967,SCO6050,SCO6178,SCO6200,SCO6201,SCO6204,SCO6206,SCO6207,SCO6218,SCO6219,SCO6321,SCO6324,SCO6345,SCO6374,SCO6374,SCO6381,SCO6382,SCO6384,SCO6390,SCO6553,SCO6553,SCO6554,SCO6633,SCO6637,SCO6712,SCO6759,SCO6765,SCO6766,SCO6769,SCO6770,SCO6875,SCO6876,SCO6905,SCO6926,SCO6926,SCO6945,SCO6946,SCO6960,SCO6961,SCO7031,SCO7189,SCO7200,SCO7201,SCO7328,SCO7329,SCO7340,SCO7410,SCO7411,SCO7429,SCO7432,SCO7453,SCO7500,SCO7510,SCO7516,SCO7518,SCO7519,SCO7543,SCO7704,SCO7705,SCO7719,SCO7720,SCO7765,SCO7766,SCO7773,SCO7778,SCO7786,SCO7803"
Streptomyces_coelicolor_A32	SCO4454	"SCO0122,SCO0771,SCO0772,SCO4270,SCO4271,SCO4454,SCO4455,SCO5531,SCO5532,SCO6028"
Streptomyces_coelicolor_A32	SCO4461	"SCO4461,SCO4462"
Streptomyces_coelicolor_A32	SCO4465	"SCO4464,SCO4465"
Streptomyces_coelicolor_A32	SCO4480	"SCO4480,SCO4481"
Streptomyces_coelicolor_A32	SCO4482	"SCO0298,SCO0299,SCO0372,SCO0394,SCO0395,SCO0451,SCO0452,SCO0618,SCO0620,SCO0621,SCO0629,SCO0630,SCO0732,SCO0788,SCO0789,SCO0926,SCO0927,SCO0971,SCO1004,SCO1086,SCO1087,SCO1166,SCO1234,SCO1254,SCO1373,SCO1389,SCO1631,SCO1726,SCO1727,SCO1791,SCO1827,SCO1828,SCO1947,SCO1990,SCO1991,SCO2069,SCO2070,SCO2097,SCO2378,SCO2379,SCO2507,SCO2588,SCO2697,SCO2698,SCO2736,SCO2760,SCO2789,SCO2924,SCO2929,SCO3032,SCO3373,SCO3374,SCO3438,SCO3439,SCO3506,SCO3518,SCO3526,SCO3558,SCO3614,SCO3615,SCO3615,SCO3616,SCO3847,SCO3848,SCO4010,SCO4033,SCO4063,SCO4064,SCO4126,SCO4286,SCO4287,SCO4346,SCO4482,SCO4483,SCO4561,SCO4615,SCO4649,SCO4779,SCO4780,SCO4896,SCO4897,SCO4901,SCO4945,SCO4946,SCO4987,SCO5011,SCO5024,SCO5025,SCO5080,SCO5204,SCO5249,SCO5256,SCO5257,SCO5349,SCO5350,SCO5365,SCO5443,SCO5558,SCO5606,SCO5607,SCO5612,SCO5614,SCO5821,SCO5847,SCO5890,SCO5907,SCO5908,SCO6062,SCO6271,SCO6293,SCO6394,SCO6537,SCO6538,SCO6539,SCO6540,SCO6600,SCO6601,SCO6633,SCO6634,SCO6640,SCO6709,SCO6712,SCO6864,SCO6978,SCO7106,SCO7143,SCO7696,SCO7765,SCO7798"
Streptomyces_coelicolor_A32	SCO4485	"SCO2671,SCO2672,SCO4485,SCO4486,SCO5223"
Streptomyces_coelicolor_A32	SCO4499	"SCO0745,SCO2720,SCO2721,SCO4501,SCO4502"
Streptomyces_coelicolor_A32	SCO4628	"SCO4628,SCO6636"
Streptomyces_coelicolor_A32	SCO4640	"SCO4639,SCO4640,SCO4640,SCO4641"
Streptomyces_coelicolor_A32	SCO4688	"SCO0079,SCO0446,SCO0447,SCO0877,SCO1753,SCO3262,SCO3306,SCO3307,SCO3615,SCO3749,SCO3929,SCO4683,SCO4689,SCO5237,SCO5238,SCO5916,SCO5921,SCO6954"
Streptomyces_coelicolor_A32	SCO4743	"SCO0835,SCO0836"
Streptomyces_coelicolor_A32	SCO4836	"SCO4835,SCO4836"
Streptomyces_coelicolor_A32	SCO4871	"SCO4870,SCO4871,SCO7793,SCO7794"
Streptomyces_coelicolor_A32	SCO4892	"SCO4891,SCO4892"
Streptomyces_coelicolor_A32	SCO4898	"SCO1936,SCO1937,SCO3090,SCO4898,SCO4899"
Streptomyces_coelicolor_A32	SCO4942	"SCO4270,SCO4271,SCO4942,SCO4943,SCO5416,SCO5417,SCO5747,SCO6333,SCO6524,SCO7718"
Streptomyces_coelicolor_A32	SCO4944	"SCO0173,SCO1498,SCO1499,SCO2286,SCO3120,SCO4128,SCO4734,SCO4944,SCO4945,SCO5540,SCO6534"
Streptomyces_coelicolor_A32	SCO4952	"SCO0502,SCO0503,SCO1103,SCO1545,SCO1546,SCO1749,SCO2064,SCO2191,SCO2192,SCO2656,SCO2921,SCO2923,SCO3014,SCO3034,SCO4280,SCO4698,SCO4699,SCO4951,SCO4952,SCO5068,SCO5069,SCO5239,SCO5331,SCO5950,SCO5951,SCO6312,SCO7648,SCO7649"
Streptomyces_coelicolor_A32	SCO4961	"SCO3091,SCO4032,SCO4033,SCO5159,SCO5160"
Streptomyces_coelicolor_A32	SCO4977	"SCO2373,SCO2374,SCO4037,SCO5590"
Streptomyces_coelicolor_A32	SCO4989	"SCO2297,SCO2298,SCO2946,SCO4987,SCO4988"
Streptomyces_coelicolor_A32	SCO5017	"SCO0259,SCO0375,SCO0376,SCO1030,SCO1372,SCO2335,SCO5016,SCO5017,SCO5017,SCO5212,SCO5213,SCO5386,SCO7607,SCO7608"
Streptomyces_coelicolor_A32	SCO5033	"SCO5032,SCO5033"
Streptomyces_coelicolor_A32	SCO5036	"SCO5036,SCO6178,SCO6179"
Streptomyces_coelicolor_A32	SCO5068	"SCO5068,SCO5069"
