genome	regulator	target
Streptomyces_coelicolor_A32	SCO0891	"SCO0135,SCO0263,SCO0264,SCO0290,SCO0291,SCO0369,SCO0487,SCO0488,SCO0801,SCO0890,SCO0891,SCO0955,SCO1298,SCO1393,SCO1548,SCO1715,SCO1743,SCO1776,SCO1816,SCO2111,SCO2670,SCO2671,SCO2768,SCO2769,SCO3029,SCO3340,SCO3376,SCO3414,SCO3415,SCO3416,SCO3432,SCO3433,SCO3538,SCO3566,SCO3649,SCO3650,SCO3783,SCO3784,SCO3860,SCO3861,SCO3941,SCO3942,SCO3993,SCO3994,SCO4227,SCO4228,SCO4480,SCO4481,SCO4569,SCO4570,SCO4595,SCO4628,SCO4673,SCO4674,SCO4799,SCO4805,SCO4980,SCO5274,SCO5275,SCO5283,SCO5284,SCO5416,SCO5799,SCO6033,SCO6108,SCO6335,SCO6581,SCO6602,SCO6966,SCO7422,SCO7780"
Streptomyces_coelicolor_A32	SCO0927	"SCO0030,SCO0035,SCO0048,SCO0049,SCO0068,SCO0108,SCO0170,SCO0171,SCO0198,SCO0229,SCO0230,SCO0264,SCO0265,SCO0297,SCO0298,SCO0299,SCO0375,SCO0376,SCO0458,SCO0618,SCO0629,SCO0630,SCO0856,SCO0865,SCO0871,SCO0926,SCO0927,SCO0942,SCO0971,SCO1004,SCO1047,SCO1144,SCO1145,SCO1209,SCO1210,SCO1292,SCO1293,SCO1301,SCO1321,SCO1354,SCO1389,SCO1390,SCO1415,SCO1631,SCO1634,SCO1640,SCO1791,SCO1792,SCO1799,SCO1890,SCO1891,SCO1996,SCO2008,SCO2162,SCO2237,SCO2238,SCO2240,SCO2245,SCO2246,SCO2250,SCO2566,SCO2589,SCO2595,SCO2596,SCO2603,SCO2607,SCO2621,SCO2716,SCO2736,SCO2752,SCO2821,SCO2837,SCO2839,SCO2885,SCO2886,SCO2924,SCO2946,SCO2952,SCO2974,SCO3059,SCO3176,SCO3185,SCO3345,SCO3352,SCO3369,SCO3374,SCO3392,SCO3482,SCO3486,SCO3487,SCO3547,SCO3550,SCO3558,SCO3593,SCO3594,SCO3660,SCO3725,SCO3726,SCO3802,SCO3821,SCO3904,SCO3917,SCO3918,SCO3928,SCO3936,SCO3947,SCO3950,SCO3972,SCO4006,SCO4074,SCO4075,SCO4128,SCO4129,SCO4254,SCO4255,SCO4402,SCO4449,SCO4450,SCO4461,SCO4462,SCO4469,SCO4547,SCO4569,SCO4570,SCO4615,SCO4615,SCO4637,SCO4638,SCO4683,SCO4697,SCO4697,SCO4779,SCO4780,SCO4865,SCO4896,SCO4897,SCO4908,SCO4945,SCO4947,SCO5027,SCO5050,SCO5090,SCO5120,SCO5182,SCO5187,SCO5188,SCO5249,SCO5256,SCO5257,SCO5258,SCO5259,SCO5260,SCO5337,SCO5350,SCO5351,SCO5416,SCO5417,SCO5418,SCO5431,SCO5432,SCO5472,SCO5501,SCO5523,SCO5553,SCO5612,SCO5612,SCO5614,SCO5617,SCO5674,SCO5729,SCO5733,SCO5734,SCO6014,SCO6029,SCO6111,SCO6210,SCO6211,SCO6241,SCO6273,SCO6282,SCO6283,SCO6324,SCO6355,SCO6394,SCO6437,SCO6438,SCO6461,SCO6462,SCO6470,SCO6535,SCO6535,SCO6537,SCO6538,SCO6572,SCO6638,SCO6709,SCO6711,SCO6803,SCO6804,SCO6816,SCO6827,SCO6886,SCO6924,SCO6934,SCO6971,SCO7009,SCO7124,SCO7142,SCO7163,SCO7195,SCO7209,SCO7210,SCO7272,SCO7364,SCO7365,SCO7401,SCO7402,SCO7588,SCO7589,SCO7591,SCO7592,SCO7741,SCO7765,SCO7798,SCO7803"
Streptomyces_coelicolor_A32	SCO0940	"SCO0046,SCO0047,SCO0102,SCO0252,SCO0253,SCO0300,SCO0939,SCO0940,SCO1541,SCO2250,SCO2835,SCO3538,SCO3748,SCO4254,SCO4424,SCO5082,SCO5323,SCO5324,SCO5558,SCO6584,SCO6627,SCO7142,SCO7152,SCO7167,SCO7168"
Streptomyces_coelicolor_A32	SCO0953	"SCO0952,SCO0953"
Streptomyces_coelicolor_A32	SCO0981	"SCO0629,SCO0981,SCO6057,SCO7779"
Streptomyces_coelicolor_A32	SCO1003	"SCO0295,SCO0296,SCO0645,SCO0646,SCO0952,SCO0953,SCO1002,SCO1003,SCO2013,SCO3603,SCO4098,SCO4099,SCO7774"
Streptomyces_coelicolor_A32	SCO1008	"SCO1007,SCO1008"
Streptomyces_coelicolor_A32	SCO1034	"SCO1033,SCO1034,SCO4095"
Streptomyces_coelicolor_A32	SCO1039	"SCO1066,SCO1067,SCO2254,SCO2255,SCO2346,SCO2347,SCO3096,SCO3097"
Streptomyces_coelicolor_A32	SCO1066	SCO1066
Streptomyces_coelicolor_A32	SCO1069	"SCO3414,SCO3914,SCO3915,SCO4587,SCO4588"
Streptomyces_coelicolor_A32	SCO1078	"SCO0058,SCO0130,SCO0334,SCO0335,SCO0370,SCO0432,SCO0434,SCO0434,SCO0488,SCO0505,SCO0628,SCO0728,SCO0783,SCO0951,SCO0952,SCO0960,SCO0960,SCO0961,SCO1077,SCO1078,SCO1344,SCO1345,SCO1621,SCO2053,SCO2126,SCO2127,SCO2202,SCO2228,SCO2400,SCO2426,SCO2552,SCO2553,SCO2850,SCO3046,SCO3201,SCO3478,SCO3506,SCO3547,SCO3896,SCO3896,SCO4263,SCO4284,SCO4394,SCO4770,SCO4892,SCO4947,SCO5044,SCO5045,SCO5235,SCO5429,SCO5586,SCO5650,SCO6004,SCO6008,SCO6009,SCO6033,SCO6034,SCO6219,SCO6231,SCO6232,SCO6234,SCO6428,SCO6563,SCO6583,SCO6584,SCO6711,SCO6712,SCO6711,SCO6712,SCO6821,SCO6871,SCO7056,SCO7064,SCO7119,SCO7179,SCO7188,SCO7386,SCO7578,SCO7588,SCO7632,SCO7633,SCO7799,SCO7800"
Streptomyces_coelicolor_A32	SCO1098	"SCO0429,SCO0430,SCO1099,SCO1100,SCO3261,SCO3634,SCO5468,SCO5469,SCO6774,SCO6827,SCO7083,SCO7273,SCO7591,SCO7592,SCO7741,SCO7742"
Streptomyces_coelicolor_A32	SCO1104	SCO1104
Streptomyces_coelicolor_A32	SCO1108	"SCO1007,SCO1008,SCO1108,SCO1109,SCO1966,SCO2811,SCO2812,SCO3695,SCO3696,SCO3695,SCO3696,SCO4540,SCO5329,SCO5638,SCO6508,SCO6509,SCO6812,SCO6829,SCO6830,SCO7147"
Streptomyces_coelicolor_A32	SCO1135	"SCO0429,SCO0430,SCO0887,SCO0888,SCO0895,SCO1134,SCO1135"
Streptomyces_coelicolor_A32	SCO1136	"SCO1138,SCO1719,SCO1720,SCO3633,SCO7477"
Streptomyces_coelicolor_A32	SCO1145	"SCO1144,SCO1145"
Streptomyces_coelicolor_A32	SCO1171	"SCO1169,SCO1170"
Streptomyces_coelicolor_A32	SCO1177	"SCO0468,SCO0469,SCO0814,SCO0815,SCO1176,SCO1177,SCO1812,SCO1813,SCO2287,SCO3262,SCO4979,SCO5193,SCO5329,SCO5831,SCO5832"
Streptomyces_coelicolor_A32	SCO1186	"SCO0643,SCO0765,SCO0766,SCO1186,SCO1187,SCO5786,SCO5787,SCO6546,SCO7374,SCO7375,SCO7637"
Streptomyces_coelicolor_A32	SCO1191	"SCO0939,SCO0940,SCO1191,SCO1192,SCO1324,SCO1325,SCO4587,SCO4588"
Streptomyces_coelicolor_A32	SCO1193	"SCO1193,SCO1194"
Streptomyces_coelicolor_A32	SCO1200	"SCO0079,SCO0329,SCO0398,SCO0399,SCO0589,SCO0835,SCO0836,SCO1112,SCO1200,SCO1201,SCO1385,SCO1514,SCO1515,SCO1557,SCO2233,SCO2240,SCO2971,SCO3099,SCO3181,SCO3230,SCO4032,SCO4033,SCO4591,SCO4592,SCO5559,SCO6092,SCO6373,SCO6548,SCO6549,SCO6627,SCO7008,SCO7037,SCO7557,SCO7806"
Streptomyces_coelicolor_A32	SCO1210	SCO1209
Streptomyces_coelicolor_A32	SCO1220	"SCO0131,SCO0385,SCO0941,SCO0942,SCO1332,SCO1423,SCO1740,SCO1741,SCO1807,SCO1874,SCO1875,SCO1907,SCO2089,SCO2706,SCO2860,SCO2940,SCO3341,SCO3341,SCO3341,SCO3341,SCO3639,SCO3729,SCO3730,SCO3878,SCO4015,SCO4650,SCO4812,SCO4874,SCO4904,SCO5735,SCO6960,SCO6961,SCO7384"
Streptomyces_coelicolor_A32	SCO1227	"SCO6769,SCO6770"
Streptomyces_coelicolor_A32	SCO1262	"SCO0480,SCO0915,SCO1429,SCO1444,SCO2502,SCO2503,SCO2833,SCO2834,SCO4314,SCO4315,SCO5003,SCO5232,SCO5232,SCO5376,SCO5377,SCO5672,SCO5673,SCO5953,SCO5954,SCO6012,SCO6032,SCO6301,SCO6344,SCO6345,SCO7069,SCO7070,SCO7225,SCO7262"
Streptomyces_coelicolor_A32	SCO1289	"SCO0038,SCO0059,SCO0069,SCO0073,SCO0079,SCO0126,SCO0136,SCO0165,SCO0173,SCO0211,SCO0216,SCO0265,SCO0270,SCO0272,SCO0273,SCO0280,SCO0281,SCO0298,SCO0301,SCO0305,SCO0313,SCO0321,SCO0322,SCO0324,SCO0330,SCO0338,SCO0339,SCO0341,SCO0345,SCO0360,SCO0365,SCO0366,SCO0365,SCO0366,SCO0382,SCO0409,SCO0417,SCO0425,SCO0428,SCO0457,SCO0492,SCO0492,SCO0495,SCO0497,SCO0503,SCO0509,SCO0539,SCO0555,SCO0601,SCO0618,SCO0642,SCO0649,SCO0650,SCO0653,SCO0669,SCO0676,SCO0689,SCO0690,SCO0720,SCO0722,SCO0726,SCO0744,SCO0751,SCO0763,SCO0789,SCO0829,SCO0831,SCO0832,SCO0862,SCO0887,SCO0888,SCO0911,SCO0912,SCO0914,SCO0926,SCO0926,SCO0932,SCO0944,SCO0947,SCO0948,SCO0948,SCO0951,SCO0958,SCO0974,SCO0998,SCO1019,SCO1028,SCO1036,SCO1037,SCO1055,SCO1059,SCO1070,SCO1075,SCO1078,SCO1078,SCO1103,SCO1105,SCO1114,SCO1115,SCO1119,SCO1122,SCO1123,SCO1129,SCO1140,SCO1141,SCO1147,SCO1148,SCO1162,SCO1170,SCO1176,SCO1198,SCO1222,SCO1222,SCO1223,SCO1226,SCO1226,SCO1228,SCO1230,SCO1230,SCO1246,SCO1280,SCO1288,SCO1296,SCO1319,SCO1349,SCO1350,SCO1355,SCO1370,SCO1371,SCO1376,SCO1385,SCO1386,SCO1397,SCO1398,SCO1417,SCO1418,SCO1418,SCO1419,SCO1424,SCO1425,SCO1459,SCO1461,SCO1462,SCO1463,SCO1466,SCO1472,SCO1492,SCO1506,SCO1534,SCO1542,SCO1546,SCO1555,SCO1576,SCO1598,SCO1599,SCO1617,SCO1618,SCO1625,SCO1643,SCO1644,SCO1646,SCO1647,SCO1648,SCO1659,SCO1684,SCO1692,SCO1702,SCO1741,SCO1748,SCO1777,SCO1793,SCO1794,SCO1827,SCO1829,SCO1830,SCO1876,SCO1881,SCO1900,SCO1905,SCO1921,SCO1948,SCO1964,SCO1967,SCO1970,SCO1973,SCO1980,SCO1984,SCO1997,SCO2000,SCO2003,SCO2024,SCO2026,SCO2031,SCO2051,SCO2068,SCO2069,SCO2077,SCO2115,SCO2124,SCO2125,SCO2130,SCO2134,SCO2155,SCO2155,SCO2174,SCO2192,SCO2207,SCO2207,SCO2208,SCO2241,SCO2254,SCO2285,SCO2286,SCO2299,SCO2300,SCO2299,SCO2300,SCO2356,SCO2357,SCO2380,SCO2381,SCO2382,SCO2383,SCO2385,SCO2401,SCO2407,SCO2407,SCO2408,SCO2444,SCO2462,SCO2470,SCO2474,SCO2482,SCO2487,SCO2491,SCO2520,SCO2531,SCO2536,SCO2567,SCO2570,SCO2589,SCO2590,SCO2591,SCO2592,SCO2595,SCO2596,SCO2596,SCO2597,SCO2599,SCO2602,SCO2615,SCO2626,SCO2634,SCO2641,SCO2653,SCO2669,SCO2669,SCO2672,SCO2692,SCO2695,SCO2720,SCO2723,SCO2726,SCO2741,SCO2755,SCO2756,SCO2763,SCO2767,SCO2776,SCO2782,SCO2800,SCO2862,SCO2863,SCO2883,SCO2913,SCO2914,SCO2923,SCO2925,SCO2935,SCO2936,SCO2943,SCO2951,SCO2958,SCO2961,SCO2964,SCO2968,SCO2969,SCO2975,SCO2981,SCO2988,SCO2991,SCO3005,SCO3015,SCO3060,SCO3075,SCO3076,SCO3077,SCO3086,SCO3109,SCO3110,SCO3122,SCO3123,SCO3157,SCO3158,SCO3173,SCO3174,SCO3182,SCO3184,SCO3192,SCO3195,SCO3196,SCO3199,SCO3206,SCO3209,SCO3209,SCO3225,SCO3230,SCO3230,SCO3248,SCO3249,SCO3250,SCO3259,SCO3289,SCO3293,SCO3300,SCO3301,SCO3303,SCO3308,SCO3316,SCO3317,SCO3350,SCO3350,SCO3359,SCO3365,SCO3366,SCO3373,SCO3373,SCO3381,SCO3385,SCO3404,SCO3405,SCO3418,SCO3443,SCO3452,SCO3456,SCO3470,SCO3479,SCO3479,SCO3482,SCO3493,SCO3494,SCO3498,SCO3499,SCO3500,SCO3502,SCO3503,SCO3523,SCO3524,SCO3548,SCO3550,SCO3556,SCO3564,SCO3567,SCO3582,SCO3588,SCO3602,SCO3641,SCO3642,SCO3651,SCO3660,SCO3664,SCO3667,SCO3668,SCO3688,SCO3717,SCO3739,SCO3772,SCO3773,SCO3776,SCO3809,SCO3820,SCO3845,SCO3859,SCO3869,SCO3869,SCO3873,SCO3893,SCO3904,SCO3913,SCO3918,SCO3919,SCO3941,SCO3942,SCO3949,SCO3956,SCO3974,SCO3975,SCO3976,SCO4009,SCO4016,SCO4024,SCO4024,SCO4027,SCO4057,SCO4059,SCO4061,SCO4065,SCO4090,SCO4093,SCO4115,SCO4116,SCO4117,SCO4150,SCO4151,SCO4168,SCO4169,SCO4179,SCO4236,SCO4257,SCO4258,SCO4259,SCO4265,SCO4266,SCO4265,SCO4266,SCO4302,SCO4303,SCO4316,SCO4343,SCO4344,SCO4403,SCO4413,SCO4484,SCO4508,SCO4532,SCO4533,SCO4577,SCO4613,SCO4614,SCO4641,SCO4675,SCO4684,SCO4689,SCO4690,SCO4717,SCO4733,SCO4734,SCO4776,SCO4798,SCO4798,SCO4802,SCO4802,SCO4814,SCO4815,SCO4816,SCO4817,SCO4835,SCO4836,SCO4837,SCO4854,SCO4883,SCO4896,SCO4901,SCO4914,SCO4916,SCO4958,SCO4965,SCO4969,SCO4971,SCO4972,SCO4972,SCO4983,SCO4984,SCO4989,SCO5003,SCO5015,SCO5028,SCO5040,SCO5042,SCO5048,SCO5049,SCO5065,SCO5078,SCO5079,SCO5082,SCO5083,SCO5085,SCO5104,SCO5106,SCO5107,SCO5122,SCO5153,SCO5154,SCO5183,SCO5184,SCO5191,SCO5232,SCO5239,SCO5250,SCO5257,SCO5260,SCO5264,SCO5265,SCO5269,SCO5270,SCO5271,SCO5291,SCO5295,SCO5321,SCO5321,SCO5322,SCO5335,SCO5336,SCO5350,SCO5366,SCO5387,SCO5414,SCO5423,SCO5426,SCO5427,SCO5429,SCO5434,SCO5440,SCO5440,SCO5453,SCO5457,SCO5458,SCO5459,SCO5470,SCO5471,SCO5475,SCO5477,SCO5489,SCO5490,SCO5494,SCO5496,SCO5510,SCO5515,SCO5516,SCO5519,SCO5533,SCO5535,SCO5540,SCO5576,SCO5620,SCO5636,SCO5652,SCO5653,SCO5657,SCO5669,SCO5681,SCO5689,SCO5692,SCO5710,SCO5718,SCO5737,SCO5739,SCO5754,SCO5755,SCO5770,SCO5815,SCO5816,SCO5827,SCO5832,SCO5835,SCO5846,SCO5871,SCO5884,SCO5885,SCO5894,SCO5895,SCO5900,SCO5911,SCO5920,SCO5935,SCO5954,SCO5956,SCO5958,SCO5974,SCO5975,SCO5996,SCO5998,SCO6012,SCO6013,SCO6020,SCO6024,SCO6025,SCO6025,SCO6043,SCO6049,SCO6050,SCO6070,SCO6077,SCO6081,SCO6082,SCO6082,SCO6087,SCO6127,SCO6153,SCO6159,SCO6163,SCO6171,SCO6193,SCO6212,SCO6218,SCO6220,SCO6220,SCO6244,SCO6255,SCO6266,SCO6272,SCO6275,SCO6279,SCO6279,SCO6288,SCO6291,SCO6293,SCO6310,SCO6317,SCO6325,SCO6327,SCO6328,SCO6342,SCO6348,SCO6349,SCO6357,SCO6360,SCO6377,SCO6377,SCO6382,SCO6405,SCO6423,SCO6426,SCO6432,SCO6443,SCO6451,SCO6457,SCO6474,SCO6495,SCO6506,SCO6507,SCO6513,SCO6517,SCO6520,SCO6532,SCO6533,SCO6535,SCO6536,SCO6544,SCO6545,SCO6568,SCO6582,SCO6586,SCO6587,SCO6590,SCO6596,SCO6606,SCO6618,SCO6619,SCO6621,SCO6635,SCO6638,SCO6641,SCO6658,SCO6660,SCO6673,SCO6675,SCO6687,SCO6697,SCO6704,SCO6711,SCO6713,SCO6717,SCO6746,SCO6747,SCO6747,SCO6758,SCO6768,SCO6776,SCO6783,SCO6784,SCO6785,SCO6787,SCO6798,SCO6818,SCO6842,SCO6928,SCO6933,SCO6935,SCO6952,SCO6953,SCO6953,SCO6961,SCO6962,SCO6977,SCO6981,SCO7001,SCO7009,SCO7037,SCO7037,SCO7081,SCO7094,SCO7095,SCO7097,SCO7131,SCO7147,SCO7147,SCO7152,SCO7175,SCO7176,SCO7184,SCO7221,SCO7251,SCO7338,SCO7394,SCO7404,SCO7416,SCO7417,SCO7427,SCO7428,SCO7429,SCO7467,SCO7469,SCO7470,SCO7480,SCO7503,SCO7520,SCO7525,SCO7529,SCO7539,SCO7540,SCO7541,SCO7547,SCO7568,SCO7569,SCO7573,SCO7577,SCO7578,SCO7579,SCO7612,SCO7613,SCO7618,SCO7638,SCO7640,SCO7666,SCO7677,SCO7683,SCO7687,SCO7698,SCO7700,SCO7701,SCO7736,SCO7773,SCO7775,SCO7822,SCO7826"
Streptomyces_coelicolor_A32	SCO1309	"SCO0073,SCO1309,SCO1310,SCO1757,SCO1955,SCO1956,SCO2004,SCO4646,SCO5311"
Streptomyces_coelicolor_A32	SCO1312	"SCO1312,SCO1313,SCO4373"
Streptomyces_coelicolor_A32	SCO1325	"SCO0939,SCO0940,SCO1324,SCO1325"
Streptomyces_coelicolor_A32	SCO1353	"SCO0322,SCO0407,SCO0432,SCO0571,SCO0846,SCO0847,SCO1352,SCO1353,SCO1649,SCO1650,SCO1715,SCO1863,SCO2012,SCO2372,SCO3627,SCO3628,SCO3721,SCO3897,SCO3898,SCO3917,SCO4010,SCO4024,SCO4581,SCO4704,SCO4705,SCO5206,SCO5292,SCO5293,SCO5446,SCO5486,SCO6079,SCO6149,SCO6150,SCO6153,SCO6334,SCO6335,SCO6645,SCO7176,SCO7177,SCO7283,SCO7284,SCO7695,SCO7696"
Streptomyces_coelicolor_A32	SCO1358	"SCO1358,SCO1359,SCO1911,SCO1912,SCO2756,SCO2757"
Streptomyces_coelicolor_A32	SCO1360	"SCO1360,SCO1361"
Streptomyces_coelicolor_A32	SCO1366	"SCO1366,SCO1367"
Streptomyces_coelicolor_A32	SCO1381	"SCO1034,SCO1736,SCO2950,SCO3034,SCO3811,SCO3812,SCO5085,SCO5329,SCO5640"
Streptomyces_coelicolor_A32	SCO1383	"SCO2082,SCO2083,SCO3275,SCO6572"
Streptomyces_coelicolor_A32	SCO1430	"SCO0380,SCO0765,SCO0800,SCO0801,SCO1104,SCO1373,SCO1430,SCO1431,SCO1539,SCO1594,SCO1725,SCO1726,SCO1746,SCO1965,SCO2182,SCO2350,SCO2473,SCO2474,SCO2572,SCO2686,SCO2825,SCO2833,SCO3204,SCO3205,SCO3258,SCO3259,SCO3296,SCO3297,SCO3328,SCO3871,SCO3919,SCO3928,SCO4117,SCO4118,SCO4295,SCO4389,SCO4390,SCO4438,SCO4449,SCO4450,SCO4589,SCO4590,SCO4630,SCO4722,SCO4852,SCO4853,SCO5084,SCO5085,SCO5300,SCO5377,SCO5533,SCO5549,SCO5549,SCO5576,SCO5601,SCO5746,SCO5831,SCO5832,SCO5881,SCO6065,SCO6073,SCO6074,SCO6114,SCO6197,SCO6239,SCO6373,SCO6546,SCO6663,SCO6664,SCO6748,SCO6749,SCO6768,SCO6806,SCO6972,SCO6973,SCO6991,SCO7003,SCO7004,SCO7291,SCO7292,SCO7513,SCO7514,SCO7559,SCO7561,SCO7761,SCO7784"
Streptomyces_coelicolor_A32	SCO1447	"SCO1447,SCO1448"
Streptomyces_coelicolor_A32	SCO1463	SCO2495
Streptomyces_coelicolor_A32	SCO1616	"SCO0680,SCO0681,SCO1616,SCO1617,SCO1868,SCO1869,SCO2355,SCO2435,SCO6113"
Streptomyces_coelicolor_A32	SCO1619	SCO5576
Streptomyces_coelicolor_A32	SCO1642	"SCO1641,SCO1642,SCO7267"
Streptomyces_coelicolor_A32	SCO1658	"SCO1658,SCO1659"
Streptomyces_coelicolor_A32	SCO1691	"SCO0142,SCO0232,SCO0233,SCO0493,SCO0498,SCO0544,SCO0711,SCO0712,SCO0754,SCO0813,SCO0814,SCO0846,SCO0922,SCO0923,SCO0959,SCO1184,SCO1252,SCO1253,SCO1423,SCO1631,SCO1686,SCO1688,SCO1689,SCO1692,SCO1693,SCO1711,SCO1712,SCO1980,SCO1981,SCO2311,SCO2464,SCO2486,SCO2586,SCO3111,SCO3119,SCO3224,SCO3869,SCO3974,SCO4005,SCO4006,SCO4022,SCO4029,SCO4297,SCO4367,SCO4491,SCO4583,SCO4705,SCO4766,SCO5478,SCO5851,SCO5852,SCO5988,SCO6021,SCO6199,SCO6276,SCO6321,SCO7106,SCO7277,SCO7470,SCO7471"
Streptomyces_coelicolor_A32	SCO1697	"SCO0319,SCO1909,SCO2478,SCO2479,SCO4266,SCO4267,SCO5031,SCO5032,SCO7008"
Streptomyces_coelicolor_A32	SCO1703	"SCO1702,SCO1703,SCO2905,SCO2906,SCO5620,SCO6141,SCO6142"
Streptomyces_coelicolor_A32	SCO1712	"SCO0249,SCO0250,SCO0283,SCO0284,SCO0484,SCO0485,SCO1312,SCO1430,SCO1431,SCO1694,SCO1695,SCO1726,SCO1982,SCO1983,SCO2215,SCO2425,SCO2426,SCO2627,SCO2628,SCO2775,SCO2776,SCO2914,SCO2928,SCO2929,SCO3098,SCO3099,SCO3331,SCO3332,SCO3514,SCO3776,SCO3853,SCO4060,SCO4198,SCO4199,SCO4280,SCO4356,SCO4357,SCO4565,SCO4728,SCO5050,SCO5112,SCO5240,SCO5299,SCO5300,SCO5308,SCO5309,SCO6114,SCO6198,SCO6374,SCO6404,SCO6552,SCO6553,SCO6772,SCO6906,SCO7154,SCO7172,SCO7243,SCO7422,SCO7423"
Streptomyces_coelicolor_A32	SCO1716	"SCO1714,SCO1715"
Streptomyces_coelicolor_A32	SCO1718	"SCO1718,SCO1719"
Streptomyces_coelicolor_A32	SCO1728	"SCO5376,SCO6479"
Streptomyces_coelicolor_A32	SCO1736	"SCO1736,SCO1737"
Streptomyces_coelicolor_A32	SCO1801	"SCO2670,SCO2671"
Streptomyces_coelicolor_A32	SCO1813	"SCO1812,SCO1813"
Streptomyces_coelicolor_A32	SCO1839	"SCO0290,SCO0312,SCO0313,SCO0978,SCO1378,SCO1450,SCO1483,SCO1515,SCO1537,SCO1540,SCO1773,SCO1796,SCO1797,SCO1806,SCO1811,SCO1819,SCO1822,SCO2012,SCO2037,SCO2064,SCO2129,SCO2153,SCO2169,SCO2368,SCO2444,SCO2445,SCO2603,SCO2618,SCO2619,SCO2660,SCO2726,SCO2737,SCO2796,SCO2821,SCO2975,SCO3092,SCO3123,SCO3487,SCO3539,SCO3548,SCO3698,SCO3901,SCO3945,SCO3959,SCO4020,SCO4021,SCO4036,SCO4037,SCO4085,SCO4086,SCO4142,SCO4178,SCO4179,SCO4200,SCO4230,SCO4235,SCO4277,SCO4296,SCO4562,SCO4565,SCO4582,SCO4712,SCO4713,SCO4716,SCO4762,SCO4828,SCO4885,SCO5005,SCO5209,SCO5210,SCO5428,SCO5470,SCO5535,SCO5696,SCO5737,SCO5753,SCO5774,SCO5775,SCO5863,SCO5932,SCO6327"
Streptomyces_coelicolor_A32	SCO1872	"SCO1109,SCO1110,SCO1871,SCO1872,SCO1895,SCO1896,SCO2543,SCO2544,SCO2821,SCO4438,SCO7228,SCO7229,SCO7476"
Streptomyces_coelicolor_A32	SCO1890	"SCO0607,SCO0608,SCO1611,SCO1890,SCO1891,SCO2239,SCO4124,SCO4125,SCO4375,SCO5200,SCO5922,SCO5998,SCO6312,SCO7015,SCO7255,SCO7256,SCO7358"
Streptomyces_coelicolor_A32	SCO1904	"SCO0429,SCO0430,SCO2815,SCO2816,SCO5068,SCO5069"
Streptomyces_coelicolor_A32	SCO1917	"SCO1918,SCO1919"
Streptomyces_coelicolor_A32	SCO1950	"SCO0485,SCO3612,SCO3613,SCO4860,SCO4861,SCO5854,SCO5974,SCO6188,SCO6189,SCO6582,SCO7375,SCO7376,SCO7414"
Streptomyces_coelicolor_A32	SCO2120	SCO2101
Streptomyces_coelicolor_A32	SCO2143	"SCO0249,SCO0250,SCO0330,SCO0823,SCO1874,SCO1875,SCO2140,SCO2141,SCO2143,SCO2144,SCO2274,SCO2275,SCO2287,SCO2775,SCO2776,SCO3084,SCO3085,SCO3258,SCO4308,SCO4309,SCO4630,SCO4712,SCO4713,SCO6459,SCO6460"
Streptomyces_coelicolor_A32	SCO2182	"SCO1335,SCO1336,SCO2183,SCO6474"
Streptomyces_coelicolor_A32	SCO2192	"SCO0345,SCO0534,SCO0565,SCO0593,SCO0709,SCO0746,SCO0774,SCO0777,SCO0818,SCO0863,SCO0960,SCO1028,SCO1099,SCO1100,SCO1110,SCO1201,SCO1202,SCO1290,SCO1293,SCO1424,SCO1448,SCO1465,SCO1466,SCO1528,SCO1651,SCO1693,SCO1779,SCO1816,SCO1817,SCO1817,SCO1846,SCO1847,SCO1848,SCO1863,SCO1873,SCO1892,SCO1993,SCO2081,SCO2137,SCO2191,SCO2287,SCO2445,SCO2454,SCO2491,SCO2502,SCO2525,SCO2557,SCO2559,SCO2560,SCO2579,SCO2580,SCO2586,SCO2648,SCO2707,SCO2824,SCO2841,SCO2842,SCO2909,SCO2939,SCO2940,SCO2964,SCO3018,SCO3040,SCO3058,SCO3109,SCO3114,SCO3114,SCO3130,SCO3147,SCO3150,SCO3174,SCO3177,SCO3192,SCO3195,SCO3195,SCO3196,SCO3204,SCO3300,SCO3321,SCO3350,SCO3387,SCO3391,SCO3392,SCO3478,SCO3547,SCO3603,SCO3604,SCO3769,SCO3770,SCO3869,SCO3943,SCO3951,SCO3981,SCO4115,SCO4115,SCO4115,SCO4123,SCO4227,SCO4228,SCO4264,SCO4290,SCO4314,SCO4403,SCO4554,SCO4555,SCO4642,SCO4709,SCO4798,SCO4798,SCO4820,SCO4843,SCO5041,SCO5042,SCO5122,SCO5173,SCO5174,SCO5174,SCO5174,SCO5181,SCO5183,SCO5200,SCO5289,SCO5355,SCO5458,SCO5493,SCO5494,SCO5510,SCO5544,SCO5565,SCO5581,SCO5590,SCO5595,SCO5709,SCO5710,SCO5731,SCO5806,SCO6040,SCO6152,SCO6162,SCO6163,SCO6170,SCO6186,SCO6187,SCO6244,SCO6298,SCO6439,SCO6467,SCO6483,SCO6484,SCO6484,SCO6485,SCO6524,SCO6525,SCO6525,SCO6669,SCO6729,SCO6994,SCO7055,SCO7691,SCO7817"
